student_id;all_clicks;active_days;access_frequency;material_clicks;avg_quiz_score;quiz_attempts;avg_assignment_score;assignment_submissions;final_grade;risk_cluster;total_time_spent;procrastination_index;late_submission_count
383828;29;3;9.666666667;9;0;0;0;0;30;0;58;0;0
383967;269;25;10.76;31;84;5;62.16666667;6;65;0;538;0.636363636;5
383971;770;56;13.75;38;48.66666667;3;26.33333333;3;40;0;1540;-3.333333333;4
383978;627;45;13.93333333;38;0;0;52.5;6;65;0;1254;-0.428571429;4
384026;168;11;15.27272727;20;33.5;2;72;1;40;0;336;-1.666666667;2
384106;442;22;20.09090909;14;100;1;0;0;30;0;884;-3;1
384106;442;22;20.09090909;14;100;1;0;0;30;0;884;-3;1
384153;807;57;14.15789474;48;0;0;50.25;4;30;0;1614;0;0
384203;5184;213;24.33802817;48;0;0;75.4;5;65;0;10368;-2.4;2
384246;623;66;9.439393939;88;68.71428571;7;75.66666667;6;65;0;1246;-0.285714286;8
384266;13;3;4.333333333;2;0;0;100;1;30;0;26;5;0
384372;342;32;10.6875;46;0;0;38;1;40;0;684;1;0
384636;434;43;10.09302326;49;93.33333333;3;69;2;40;0;868;-1.2;4
384678;602;66;9.121212121;34;90;4;55.5;2;40;0;1204;-3.666666667;5
384725;4677;151;30.97350993;114;0;0;80.4;5;65;0;9354;0.4;0
384884;1192;83;14.36144578;75;88;5;75.4;5;65;0;2384;-2.6;7
384909;113;10;11.3;13;90;2;60;3;30;0;226;-3;3
384999;1135;83;13.6746988;98;0;0;80.1;10;30;0;2270;1.6;1
384999;1135;83;13.6746988;98;0;0;80.1;10;85;0;2270;1.6;1
385033;1407;70;20.1;42;92.36363636;11;82.2;5;65;0;2814;4.5;4
385033;1407;70;20.1;42;92.36363636;11;82.2;5;65;0;2814;4.5;4
385034;251;25;10.04;29;80;1;58.5;2;30;0;502;-0.333333333;1
385040;69;8;8.625;9;80;1;69;1;40;0;138;-0.5;1
385120;722;53;13.62264151;64;27;3;31.66666667;3;30;0;1444;-3.5;6
385218;705;58;12.15517241;37;0;0;63.75;4;40;0;1410;1.25;0
385341;147;6;24.5;13;0;0;39.5;2;40;0;294;1;0
385387;6059;214;28.31308411;122;100;4;98.75;4;85;0;12118;-0.25;4
385405;766;31;24.70967742;13;0;0;74.8;5;65;0;1532;0.4;1
385495;730;29;25.17241379;67;0;0;83.6;5;30;0;1460;28.4;0
385495;730;29;25.17241379;67;0;0;83.6;5;40;0;1460;28.4;0
385820;1769;104;17.00961538;172;92;5;78.66666667;6;65;0;3538;-0.727272727;5
385927;92;8;11.5;5;0;0;57.2;5;65;0;184;-1.166666667;2
385937;3263;207;15.76328502;198;0;0;89.5;6;65;0;6526;3;2
385947;422;25;16.88;55;0;0;86;2;30;0;844;1.5;0
385980;358;27;13.25925926;18;56;1;58;1;30;0;716;-1.5;1
385980;358;27;13.25925926;18;56;1;58;1;30;0;716;-1.5;1
386121;236;22;10.72727273;15;90;1;62;1;30;0;472;-0.5;1
386121;236;22;10.72727273;15;90;1;62;1;30;0;472;-0.5;1
386140;242;13;18.61538462;26;0;0;57;3;30;0;484;-3;3
386140;242;13;18.61538462;26;0;0;57;3;40;0;484;-3;3
386189;110;23;4.782608696;7;10;1;56;1;30;0;220;-1;1
386348;1806;148;12.2027027;37;96;5;83.5;4;65;0;3612;10.44444444;6
386374;18;4;4.5;0;0;0;90;1;40;0;36;1;0
386671;537;23;23.34782609;13;0;0;75;4;30;0;1074;5.4;0
386671;537;23;23.34782609;13;0;0;75;4;85;0;1074;5.4;0
386833;1334;91;14.65934066;158;61.33333333;6;78.5;6;40;0;2668;-2.615384615;9
386849;234;18;13;40;0;0;40;1;30;0;468;0;0
386880;1660;150;11.06666667;165;93;7;91.66666667;6;65;0;3320;1.214285714;7
386889;260;23;11.30434783;35;100;5;82.5;6;65;0;520;2.363636364;5
386912;2;1;2;0;0;0;0;0;30;0;4;0;0
386924;164;31;5.290322581;14;0;0;67.8;5;65;0;328;-1.4;2
386952;910;114;7.98245614;16;0;0;68;5;65;0;1820;-1.8;2
387009;1577;55;28.67272727;81;48.5;4;53;4;65;0;3154;-1.875;5
387289;1296;78;16.61538462;124;36;4;35.66666667;6;30;0;2592;-0.8;4
387289;1296;78;16.61538462;124;36;4;35.66666667;6;40;0;2592;-0.8;4
387335;171;14;12.21428571;23;60;1;61;1;30;0;342;-1;1
387359;903;75;12.04;36;0;0;68.33333333;9;30;0;1806;25.33333333;2
387359;903;75;12.04;36;0;0;68.33333333;9;65;0;1806;25.33333333;2
387406;389;29;13.4137931;23;0;0;60.6;5;40;0;778;-3.2;2
387533;1096;49;22.36734694;23;0;0;55;2;40;0;2192;-7.5;1
387656;255;15;17;18;0;0;69.5;2;30;0;510;-0.5;1
387700;264;29;9.103448276;45;84;5;61.6;5;40;0;528;-1.5;6
387702;185;13;14.23076923;32;0;0;66;2;40;0;370;-7;1
387773;3623;126;28.75396825;66;0;0;87.6;5;85;0;7246;-0.4;1
387944;2215;94;23.56382979;176;67.66666667;3;56;5;40;0;4430;-2.875;5
387944;2215;94;23.56382979;176;67.66666667;3;56;5;40;0;4430;-2.875;5
387954;532;14;38;11;0;0;0;0;30;0;1064;0;0
387963;2081;84;24.77380952;112;96.5;4;81.7;10;85;0;4162;-0.2;5
387963;2081;84;24.77380952;112;96.5;4;81.7;10;85;0;4162;-0.2;5
388052;84;8;10.5;9;80;2;73;5;65;0;168;-17;7
388147;441;29;15.20689655;22;0;0;40;2;40;0;882;-5.5;1
388205;251;40;6.275;9;80;2;50.33333333;3;40;0;502;-5.4;3
388360;213;26;8.192307692;7;95;4;64;3;40;0;426;-3.142857143;5
388410;337;32;10.53125;32;90;2;71.33333333;3;40;0;674;-5;4
388432;307;51;6.019607843;17;96;5;73.6;5;40;0;614;-3.8;7
388484;177;11;16.09090909;29;0;0;66;1;40;0;354;0;0
388538;3863;123;31.40650407;205;87.25;4;0;0;65;0;7726;-2;4
388549;172;10;17.2;10;80;1;75;1;40;0;344;1.5;1
388708;558;37;15.08108108;84;88.5;2;85.66666667;3;30;0;1116;-7;5
388722;671;57;11.77192982;21;0;0;63.8;5;65;0;1342;-2;2
388738;1744;74;23.56756757;56;0;0;77.25;4;30;0;3488;-0.25;1
388750;276;18;15.33333333;32;38;2;0;0;30;0;552;-2;2
388885;875;50;17.5;23;0;0;60.6;5;65;0;1750;1.8;0
388947;4408;226;19.50442478;243;0;0;90.66666667;6;65;0;8816;7.285714286;0
388975;420;45;9.333333333;17;80;4;49;6;40;0;840;-2.8;7
389025;776;63;12.31746032;38;0;0;60.2;5;40;0;1552;0.2;0
389076;65;1;65;16;0;0;0;0;30;0;130;0;0
389076;65;1;65;16;0;0;0;0;30;0;130;0;0
389101;1188;78;15.23076923;30;100;4;79.66666667;6;85;0;2376;-1.6;6
389249;411;48;8.5625;59;92;5;69.4;5;65;0;822;-11.2;10
389250;352;26;13.53846154;14;75;2;92;1;40;0;704;-1;2
389267;138;10;13.8;15;0;0;89.25;4;30;0;276;0.75;0
389267;138;10;13.8;15;0;0;89.25;4;65;0;276;0.75;0
389362;3478;149;23.34228188;208;39.5;4;50.22222222;9;30;0;6956;0.142857143;5
389362;3478;149;23.34228188;208;39.5;4;50.22222222;9;40;0;6956;0.142857143;5
389369;896;88;10.18181818;29;88;5;81.5;6;85;0;1792;-5.454545455;7
389471;425;38;11.18421053;29;88;5;52.66666667;6;40;0;850;-1.181818182;5
389639;1024;75;13.65333333;56;0;0;86.83333333;6;65;0;2048;3.285714286;0
390026;517;30;17.23333333;51;0;0;71.16666667;6;65;0;1034;0.285714286;2
390029;1466;88;16.65909091;177;0;0;84.5;8;65;0;2932;1.333333333;4
390029;1466;88;16.65909091;177;0;0;84.5;8;65;0;2932;1.333333333;4
390210;788;64;12.3125;56;81.83333333;6;85.83333333;6;40;0;1576;-0.230769231;6
390220;477;37;12.89189189;20;96;5;71.8;5;65;0;954;-4.8;7
390233;1111;92;12.07608696;167;76.28571429;7;78;5;30;0;2222;2.153846154;7
390233;1111;92;12.07608696;167;76.28571429;7;78;5;65;0;2222;2.153846154;7
390442;375;59;6.355932203;30;92;5;83.5;6;85;0;750;-12;10
390461;230;18;12.77777778;17;66.66666667;3;55;3;40;0;460;-2.333333333;3
390556;277;39;7.102564103;11;0;0;73;11;30;0;554;53.18181818;1
390556;277;39;7.102564103;11;0;0;73;11;85;0;554;53.18181818;1
390690;2103;107;19.65420561;229;0;0;76.66666667;6;65;0;4206;3.142857143;1
390890;997;91;10.95604396;69;0;0;68.625;8;30;0;1994;20.25;4
390890;997;91;10.95604396;69;0;0;68.625;8;65;0;1994;20.25;4
390942;111;7;15.85714286;17;0;0;0;0;40;0;222;0;0
390958;350;43;8.139534884;10;92;5;74.5;6;65;0;700;-3;8
391059;546;54;10.11111111;38;72;4;83;2;40;0;1092;-4;5
391153;1077;58;18.56896552;116;88;5;76.16666667;6;65;0;2154;-3.181818182;7
391185;1483;91;16.2967033;162;82.14285714;7;85.16666667;6;65;0;2966;0.714285714;7
391249;2648;148;17.89189189;18;0;0;82.2;5;85;0;5296;-2.6;3
391343;306;17;18;32;56;3;63.33333333;3;40;0;612;-1;3
391343;306;17;18;32;56;3;63.33333333;3;40;0;612;-1;3
391419;2275;78;29.16666667;69;39.33333333;3;56;1;40;0;4550;-8.5;4
391466;1054;59;17.86440678;52;54.25;4;63.75;8;40;0;2108;-1.916666667;5
391466;1054;59;17.86440678;52;54.25;4;63.75;8;65;0;2108;-1.916666667;5
391537;1235;75;16.46666667;72;0;0;41.66666667;6;65;0;2470;1.571428571;4
391578;443;33;13.42424242;39;0;0;81.33333333;3;40;0;886;-2.333333333;1
391611;244;13;18.76923077;38;0;0;63;1;40;0;488;-14;1
391638;184;18;10.22222222;23;51;2;53.5;2;30;0;368;-2.75;3
391638;184;18;10.22222222;23;51;2;53.5;2;30;0;368;-2.75;3
391924;612;32;19.125;22;0;0;67.66666667;6;65;0;1224;-1.714285714;2
391937;3615;132;27.38636364;402;96.66666667;6;72;8;65;0;7230;27.42857143;0
391937;3615;132;27.38636364;402;96.66666667;6;72;8;65;0;7230;27.42857143;0
392021;718;42;17.0952381;72;82.25;4;84.5;4;30;0;1436;-0.375;4
392060;911;75;12.14666667;40;80;5;83.5;6;85;0;1822;5.454545455;5
392213;672;58;11.5862069;22;92;5;59.83333333;6;65;0;1344;-1.363636364;5
392281;891;75;11.88;90;84;5;69.66666667;6;30;0;1782;-3.272727273;9
392281;891;75;11.88;90;84;5;69.66666667;6;40;0;1782;-3.272727273;9
392428;533;42;12.69047619;61;88;5;77.4;5;65;0;1066;-1.8;5
392526;1270;129;9.84496124;75;71.75;4;0;0;65;0;2540;-2;4
392604;1288;113;11.39823009;251;92;5;76;6;65;0;2576;2.636363636;5
392614;106;22;4.818181818;2;100;1;69.5;2;40;0;212;-1.666666667;1
392626;1407;116;12.12931034;132;0;0;60.2;5;40;0;2814;5.333333333;0
392664;2514;156;16.11538462;130;0;0;56.16666667;6;65;0;5028;5.428571429;0
392713;24;3;8;3;0;0;0;0;40;0;48;0;0
392733;116;14;8.285714286;3;0;0;53;1;40;0;232;-6;1
392756;363;44;8.25;9;0;0;45;5;40;0;726;0;0
392802;63;4;15.75;5;0;0;0;0;30;0;126;0;0
392890;1377;134;10.2761194;120;57.5;2;74.375;8;40;0;2754;2;3
392890;1377;134;10.2761194;120;57.5;2;74.375;8;65;0;2754;2;3
392931;3003;177;16.96610169;49;0;0;68.4;5;65;0;6006;-4.2;3
393094;364;19;19.15789474;26;0;0;76;5;30;0;728;25.2;1
393094;364;19;19.15789474;26;0;0;76;5;30;0;728;25.2;1
393094;364;19;19.15789474;26;0;0;76;5;30;0;728;25.2;1
393131;111;11;10.09090909;28;100;2;73.5;2;40;0;222;-5.25;4
393142;875;65;13.46153846;45;99;4;96.5;4;85;0;1750;1;4
393150;15;4;3.75;5;0;0;0;0;40;0;30;0;0
393207;876;50;17.52;13;0;0;74.2;5;65;0;1752;1;0
393327;776;75;10.34666667;91;92;5;71;6;30;0;1552;1.363636364;5
393327;776;75;10.34666667;91;92;5;71;6;65;0;1552;1.363636364;5
393526;836;38;22;120;74.25;8;89;5;30;0;1672;50.92307692;2
393526;836;38;22;120;74.25;8;89;5;85;0;1672;50.92307692;2
394020;8;1;8;2;0;0;0;0;40;0;16;0;0
394028;149;12;12.41666667;22;82.5;2;36;2;40;0;298;-1.25;2
394067;304;56;5.428571429;27;100;5;81.66666667;6;85;0;608;-0.090909091;6
394076;317;21;15.0952381;28;0;0;70;1;30;0;634;26;0
394082;197;16;12.3125;10;0;0;39.5;4;30;0;394;0;0
394311;1503;122;12.31967213;84;84.33333333;3;78;4;65;0;3006;0;3
394314;740;30;24.66666667;34;0;0;63;5;30;0;1480;-0.4;1
394331;839;82;10.23170732;169;100;5;72.4;5;65;0;1678;-1.363636364;6
394341;228;20;11.4;19;80;1;0;0;40;0;456;-2;1
394384;295;30;9.833333333;13;0;0;58;1;40;0;590;0;0
394480;42;3;14;16;0;0;73;1;40;0;84;0;0
394520;395;38;10.39473684;130;72;5;58.83333333;6;65;0;790;-2.545454545;8
394791;1114;74;15.05405405;141;59.75;4;69.5;4;30;0;2228;-0.625;5
394791;1114;74;15.05405405;141;59.75;4;69.5;4;65;0;2228;-0.625;5
394951;678;65;10.43076923;48;0;0;66;3;30;0;1356;0;0
394956;53;10;5.3;5;0;0;0;0;30;0;106;0;0
394979;1180;86;13.72093023;88;86.83333333;6;71.83333333;6;65;0;2360;2.538461538;6
395073;120;20;6;12;93.33333333;3;55.5;4;40;0;240;15.42857143;3
395107;10;1;10;2;78;2;81;2;30;0;20;93.25;1
395107;10;1;10;2;78;2;81;2;30;0;20;93.25;1
395164;166;13;12.76923077;16;0;0;0;0;30;0;332;0;0
395164;166;13;12.76923077;16;0;0;0;0;30;0;332;0;0
395169;175;16;10.9375;9;0;0;100;1;30;0;350;18;0
395229;17;3;5.666666667;4;0;0;0;0;40;0;34;0;0
395288;189;26;7.269230769;12;43.66666667;3;58.4;5;30;0;378;5.222222222;4
395288;189;26;7.269230769;12;43.66666667;3;58.4;5;40;0;378;5.222222222;4
395320;1170;41;28.53658537;43;0;0;57.4;5;65;0;2340;0.8;0
395374;507;97;5.226804124;56;96;5;66;5;65;0;1014;-0.5;5
395715;815;82;9.93902439;47;100;2;90;3;30;0;1630;0.2;2
395757;3534;214;16.51401869;326;92.63636364;11;78.66666667;6;65;0;7068;-1.111111111;11
395757;3534;214;16.51401869;326;92.63636364;11;78.66666667;6;65;0;7068;-1.111111111;11
395822;2810;107;26.26168224;87;0;0;66.8;5;65;0;5620;0;1
396016;30;3;10;2;0;0;39.33333333;3;40;0;60;8;0
396028;7;1;7;0;0;0;0;0;40;0;14;0;0
396114;1603;119;13.47058824;44;96;5;80.33333333;6;85;0;3206;1.909090909;5
396210;387;60;6.45;13;0;0;69.83333333;6;65;0;774;2.857142857;1
396292;2132;163;13.0797546;154;0;0;77.66666667;6;65;0;4264;2.857142857;0
396456;696;77;9.038961039;111;95;4;74.83333333;6;85;0;1392;-0.6;4
396599;1039;57;18.22807018;75;0;0;54.25;4;40;0;2078;-4.75;3
396631;265;27;9.814814815;26;78;1;72.8;5;30;0;530;-1.333333333;3
396631;265;27;9.814814815;26;78;1;72.8;5;65;0;530;-1.333333333;3
396633;2213;120;18.44166667;244;52;7;80.5;6;40;0;4426;0.071428571;7
396655;462;56;8.25;15;0;0;40.2;5;40;0;924;-15;5
396668;893;77;11.5974026;90;0;0;67;6;65;0;1786;3;3
396673;471;43;10.95348837;122;0;0;49;3;30;0;942;-6;2
396799;919;93;9.88172043;162;80;5;81.66666667;6;85;0;1838;-1.272727273;6
396825;951;89;10.68539326;67;87.66666667;3;96;4;65;0;1902;5.142857143;3
396872;996;70;14.22857143;21;0;0;61.4;5;65;0;1992;-3;2
397118;1159;91;12.73626374;14;84;5;77.8;5;65;0;2318;0.3;6
397149;10;2;5;0;0;0;46.75;4;30;0;20;0.75;0
397149;10;2;5;0;0;0;46.75;4;65;0;20;0.75;0
397312;847;53;15.98113208;40;70;4;70.4;5;40;0;1694;1.555555556;4
397405;1118;85;13.15294118;149;68;6;76.66666667;6;65;0;2236;-0.769230769;7
397414;780;42;18.57142857;42;0;0;58;5;65;0;1560;-0.2;2
397429;156;15;10.4;9;0;0;48;1;40;0;312;1;0
397506;3662;185;19.79459459;146;87;11;85.77777778;9;65;0;7324;38.8;5
397506;3662;185;19.79459459;146;87;11;85.77777778;9;65;0;7324;38.8;5
397747;1551;85;18.24705882;49;92;5;66.6;5;65;0;3102;-1.3;5
397763;158;8;19.75;36;0;0;0;0;30;0;316;0;0
397797;1;1;1;0;0;0;57;1;30;0;2;0;0
397797;1;1;1;0;0;0;57;1;40;0;2;0;0
397829;548;50;10.96;17;84;5;70;5;65;0;1096;-1.9;6
398067;580;81;7.160493827;114;92;5;74.66666667;6;85;0;1160;1.727272727;5
398084;1338;69;19.39130435;90;72;5;82.5;6;65;0;2676;-1.909090909;5
398171;1337;132;10.12878788;20;0;0;69.2;5;65;0;2674;0.6;1
398199;3648;165;22.10909091;371;59.5;6;68;6;40;0;7296;-1.846153846;8
398349;4295;144;29.82638889;189;0;0;79.8;5;65;0;8590;-0.6;1
398442;830;71;11.69014085;49;0;0;72.2;5;65;0;1660;1.4;0
398487;1802;67;26.89552239;142;38.75;4;62.25;4;40;0;3604;-0.375;4
398496;7333;205;35.77073171;183;82.5;4;44;1;65;0;14666;-2.6;4
398525;447;50;8.94;41;84;5;85.5;6;85;0;894;-1.181818182;5
398529;122;11;11.09090909;6;0;0;56.5;4;30;0;244;17;2
398529;122;11;11.09090909;6;0;0;56.5;4;40;0;244;17;2
398552;1183;87;13.59770115;15;0;0;46.4;5;40;0;2366;0.6;0
398877;4;1;4;0;0;0;78.5;4;30;0;8;1;0
398877;4;1;4;0;0;0;78.5;4;65;0;8;1;0
398891;203;29;7;24;100;5;89.16666667;6;65;0;406;-0.363636364;5
398956;88;13;6.769230769;15;80;2;52.16666667;6;40;0;176;-4.25;5
399203;788;42;18.76190476;82;0;0;27.66666667;3;30;0;1576;-2;1
399203;788;42;18.76190476;82;0;0;27.66666667;3;30;0;1576;-2;1
399450;1936;111;17.44144144;163;54.71428571;7;62.66666667;6;40;0;3872;-0.5;7
399453;307;33;9.303030303;20;0;0;56.33333333;6;65;0;614;5.285714286;0
399737;1678;77;21.79220779;34;0;0;78.4;5;85;0;3356;0.4;0
399792;200;5;40;25;0;0;0;0;40;0;400;0;0
399794;1152;93;12.38709677;111;0;0;55.875;8;40;0;2304;0;0
399794;1152;93;12.38709677;111;0;0;55.875;8;40;0;2304;0;0
399843;126;13;9.692307692;5;0;0;49;1;40;0;252;0;0
399935;457;65;7.030769231;72;0;0;52.5;2;40;0;914;0;0
400049;1328;81;16.39506173;117;88;5;66.4;5;40;0;2656;-2.8;7
400063;3;2;1.5;0;0;0;0;0;30;0;6;0;0
400147;338;33;10.24242424;13;0;0;59.2;5;65;0;676;-1;1
400266;272;21;12.95238095;24;82.25;8;65.83333333;6;30;0;544;43.78571429;5
400266;272;21;12.95238095;24;82.25;8;65.83333333;6;65;0;544;43.78571429;5
400451;1891;105;18.00952381;106;60.85714286;7;51.83333333;6;40;0;3782;-1.071428571;8
400461;51;5;10.2;6;0;0;0;0;30;0;102;0;0
400469;1424;100;14.24;80;80;5;74.33333333;6;65;0;2848;-1.272727273;5
400474;760;53;14.33962264;51;96;5;86.5;6;65;0;1520;-0.818181818;5
400549;1480;48;30.83333333;17;0;0;69.8;5;65;0;2960;-0.4;1
400599;591;23;25.69565217;93;0;0;64.66666667;3;30;0;1182;0.666666667;0
400611;953;63;15.12698413;132;73;1;64;1;30;0;1906;-0.5;1
400630;121;13;9.307692308;8;76.5;4;39;3;40;0;242;-1.428571429;4
400682;1584;67;23.64179104;20;0;0;52.6;5;65;0;3168;0;0
400759;1002;97;10.32989691;110;82.85714286;7;76;6;65;0;2004;0.285714286;7
400894;269;21;12.80952381;3;65;4;64;5;65;0;538;-3.777777778;7
400942;404;40;10.1;27;0;0;40.83333333;6;30;0;808;0.166666667;0
400958;738;45;16.4;58;50.75;4;55.5;4;40;0;1476;-2.25;5
401011;341;11;31;41;0;0;63.2;5;30;0;682;-3;3
401011;341;11;31;41;0;0;63.2;5;65;0;682;-3;3
401258;349;15;23.26666667;22;100;1;0;0;30;0;698;-3;1
401296;1339;69;19.4057971;34;67.75;4;82.5;8;65;0;2678;-3;6
401296;1339;69;19.4057971;34;67.75;4;82.5;8;65;0;2678;-3;6
401317;1097;48;22.85416667;40;0;0;42;5;65;0;2194;0.8;0
401339;3771;218;17.29816514;64;96;5;92.83333333;6;65;0;7542;-2.545454545;6
401349;1439;119;12.09243697;40;100;5;87.66666667;6;85;0;2878;-1.363636364;5
401404;1326;118;11.23728814;50;0;0;75.6;5;65;0;2652;-1.4;1
401441;292;14;20.85714286;6;80;1;86.5;2;40;0;584;-6.666666667;2
401486;714;54;13.22222222;50;93.57142857;7;84.5;6;85;0;1428;-0.428571429;8
401869;955;90;10.61111111;52;0;0;65;5;65;0;1910;-2.8;2
401903;917;103;8.902912621;99;78.75;4;75.5;4;65;0;1834;0.625;5
401947;95;4;23.75;28;0;0;61;2;30;0;190;-0.5;1
402180;1506;55;27.38181818;23;0;0;79.8;5;65;0;3012;5.4;0
402204;751;68;11.04411765;35;0;0;70.4;5;65;0;1502;-4.8;2
402210;2634;100;26.34;241;39.33333333;3;44.5;8;30;0;5268;2.583333333;3
402210;2634;100;26.34;241;39.33333333;3;44.5;8;65;0;5268;2.583333333;3
402314;468;30;15.6;31;0;0;86;6;85;0;936;0.571428571;1
402378;1844;151;12.21192053;80;51.75;4;76;4;65;0;3688;0;4
402433;212;32;6.625;6;0;0;42.8;5;40;0;424;1.8;0
402470;1445;83;17.40963855;62;0;0;72.6;5;65;0;2890;2.2;0
402489;20;2;10;3;0;0;0;0;30;0;40;0;0
402575;310;21;14.76190476;26;0;0;65;3;30;0;620;5;0
402727;414;51;8.117647059;8;0;0;73.2;5;65;0;828;0.4;0
402883;279;23;12.13043478;15;18;1;0;0;40;0;558;-2;1
402961;4555;147;30.98639456;124;0;0;67.6;5;65;0;9110;1;1
402993;692;67;10.32835821;11;86.66666667;3;59.8;5;65;0;1384;-4.125;5
403052;742;45;16.48888889;45;0;0;39.6;10;40;0;1484;37.8;3
403052;742;45;16.48888889;45;0;0;39.6;10;40;0;1484;37.8;3
403085;4739;230;20.60434783;267;90.36363636;11;91.22222222;9;65;0;9478;-1.619047619;15
403085;4739;230;20.60434783;267;90.36363636;11;91.22222222;9;65;0;9478;-1.619047619;15
403093;180;25;7.2;10;66.66666667;3;56.2;5;65;0;360;-4.25;5
403213;317;16;19.8125;8;0;0;64.6;5;65;0;634;-2.2;1
403902;374;27;13.85185185;37;86;4;58.75;4;40;0;748;2.25;4
404022;2268;102;22.23529412;52;96;5;82.5;6;65;0;4536;-1.454545455;5
404121;1713;84;20.39285714;95;0;0;55.4;5;65;0;3426;4.6;1
404239;41;7;5.857142857;5;0;0;0;0;40;0;82;0;0
404239;41;7;5.857142857;5;0;0;0;0;40;0;82;0;0
404269;755;64;11.796875;45;100;5;73.16666667;6;65;0;1510;-5;9
404356;2076;99;20.96969697;23;0;0;74;5;65;0;4152;-1.2;3
404415;1465;70;20.92857143;23;0;0;82;5;65;0;2930;-3.8;2
404671;788;121;6.512396694;162;100;5;83.83333333;6;85;0;1576;1.181818182;5
404708;2103;97;21.68041237;96;88;5;83.16666667;6;65;0;4206;-0.181818182;5
404727;553;51;10.84313725;66;60;3;63.4;5;40;0;1106;-4.125;7
404804;509;26;19.57692308;25;0;0;43.8;5;65;0;1018;8.2;0
404863;311;33;9.424242424;15;78;1;0;0;40;0;622;-3;1
405088;1388;87;15.95402299;59;0;0;77.2;5;65;0;2776;-1.2;1
405125;1541;27;57.07407407;29;78;1;86.25;4;30;0;3082;1.2;1
405125;1541;27;57.07407407;29;78;1;86.25;4;85;0;3082;1.2;1
405268;199;33;6.03030303;32;100;4;76.16666667;6;85;0;398;-2.9;6
405336;44;6;7.333333333;3;0;0;0;0;40;0;88;0;0
405426;356;40;8.9;49;64.6;5;63.5;4;40;0;712;-1.111111111;5
405471;734;89;8.247191011;31;84;5;82.5;6;65;0;1468;-1.454545455;5
405743;243;47;5.170212766;28;45.33333333;3;74.66666667;3;30;0;486;25.83333333;1
405746;180;21;8.571428571;8;0;0;71;1;30;0;360;-3;1
405784;3070;144;21.31944444;271;24.2;5;43.14285714;7;30;0;6140;-1;6
405784;3070;144;21.31944444;271;24.2;5;43.14285714;7;30;0;6140;-1;6
405945;2010;82;24.51219512;63;76;5;49.66666667;6;65;0;4020;-2.090909091;7
405995;966;63;15.33333333;39;92;5;78.83333333;6;65;0;1932;-0.818181818;5
406000;1214;63;19.26984127;42;0;0;69;5;65;0;2428;0.8;1
406056;946;103;9.184466019;112;77.85714286;7;62.83333333;6;65;0;1892;-1.285714286;9
406224;304;63;4.825396825;28;0;0;57.33333333;6;65;0;608;2.857142857;0
406265;223;16;13.9375;11;100;1;0;0;30;0;446;-2;1
406311;330;29;11.37931034;10;68;5;56.83333333;6;40;0;660;1.545454545;5
406326;249;7;35.57142857;120;67;1;0;0;30;0;498;-3;1
406337;74;3;24.66666667;4;0;0;0;0;30;0;148;0;0
406416;116;9;12.88888889;23;0;0;50;2;30;0;232;0.5;0
406498;1336;127;10.51968504;74;78;2;57.875;8;30;0;2672;7.909090909;3
406498;1336;127;10.51968504;74;78;2;57.875;8;65;0;2672;7.909090909;3
406541;2014;151;13.33774834;167;67.28571429;7;64.16666667;6;65;0;4028;0.285714286;7
406600;313;30;10.43333333;15;100;5;61.6;5;65;0;626;0;5
406671;405;30;13.5;22;0;0;79.6;5;65;0;810;-1.4;1
406682;2752;144;19.11111111;194;0;0;83.6;5;85;0;5504;4.8;0
406698;1062;42;25.28571429;38;93.33333333;3;74.66666667;3;40;0;2124;-3;4
406753;28;1;28;2;0;0;0;0;30;0;56;0;0
406846;188;5;37.6;19;39;1;0;0;40;0;376;-2;1
406908;802;61;13.14754098;79;54.33333333;3;63.5;2;40;0;1604;-5.4;4
406937;287;15;19.13333333;16;40;1;0;0;30;0;574;-2;1
406974;1148;77;14.90909091;116;100;8;82.75;8;30;0;2296;40.125;4
406974;1148;77;14.90909091;116;100;8;82.75;8;40;0;2296;40.125;4
407115;54;6;9;5;0;0;63;1;40;0;108;0;0
407303;229;10;22.9;8;0;0;48.66666667;6;65;0;458;-5;4
407374;1605;101;15.89108911;165;0;0;90.33333333;6;85;0;3210;11.28571429;0
407404;394;49;8.040816327;19;86.5;4;83;1;85;0;788;-2.6;4
407453;2029;117;17.34188034;71;50.5;2;87.25;4;30;0;4058;0.166666667;2
407453;2029;117;17.34188034;71;50.5;2;87.25;4;65;0;4058;0.166666667;2
407545;172;24;7.166666667;18;80;4;75;1;30;0;344;-1.8;4
407595;56;10;5.6;6;49;3;39;3;40;0;112;53;0
407818;367;29;12.65517241;72;72;8;63;5;40;0;734;29.53846154;2
407818;367;29;12.65517241;72;72;8;63;5;65;0;734;29.53846154;2
407838;460;21;21.9047619;70;37;1;31;1;40;0;920;0;1
408061;804;75;10.72;46;0;0;61.66666667;6;40;0;1608;4.285714286;0
408112;542;50;10.84;26;100;3;77.66666667;6;65;0;1084;-5;6
408239;1191;116;10.26724138;50;0;0;79.16666667;6;65;0;2382;3.571428571;1
408371;100;10;10;8;0;0;0;0;30;0;200;0;0
408413;839;39;21.51282051;70;45.5;2;97;1;40;0;1678;-3.666666667;3
408469;229;16;14.3125;17;0;0;74;1;30;0;458;1;0
408581;762;52;14.65384615;130;90;4;81;6;85;0;1524;-2.9;6
