student_id;all_clicks;active_days;access_frequency;material_clicks;avg_quiz_score;quiz_attempts;avg_assignment_score;assignment_submissions;final_grade;total_time_spent;procrastination_index;late_submission_count;max_burnout_score;avg_burnout_score;spike_count;crash_count;decline_weeks;avg_instability;max_instability;burnout_weeks;total_weeks;burnout_week_ratio;burnout_risk
581826;202;29;6.965517241;39;100;2;40;1;30;404;-2.666666667;2;0;0;0;0;0;0;0;0;;0;0
501862;5;1;5;1;0;0;0;0;40;10;0;0;0;0;0;0;0;0;0;0;;0;0
554446;1738;118;14.72881356;200;85;7;80.16666667;6;65;3476;0.071428571;7;0;0;0;0;0;0;0;0;;0;0
678203;540;44;12.27272727;46;81.5;10;75.14285714;7;65;1080;1.470588235;12;0;0;0;0;0;0;0;0;;0;0
599893;135;5;27;2;0;0;94;2;40;270;-8;2;0;0;0;0;0;0;0;0;;0;0
396872;996;70;14.22857143;21;0;0;61.4;5;65;1992;-3;2;0.685888948;0.301149557;6;5;12;0.050149586;0.076973544;19;26;0.730769231;1
2700644;7237;243;29.94164319;208;0;0;82.26812287;5;85;14473;-1.010164466;2;0.713663078;0.292193146;7;5;21;0.072011861;0.22066666;23;39;0.58974359;1
532868;2775;167;16.61676647;85;96;5;72.16666667;6;40;5550;1;5;0;0;0;0;0;0;0;0;;0;0
2109013;119;5;23.8;17;0;0;53;2;30;238;-1.5;1;0;0;0;0;0;0;0;0;;0;0
481863;248;24;10.33333333;27;0;0;72.85714286;7;30;496;4.625;0;0;0;0;0;0;0;0;0;;0;0
552622;2518;144;17.48611111;127;88;5;74.33333333;6;65;5036;1.363636364;5;0;0;0;0;0;0;0;0;;0;0
607110;140;19;7.368421053;7;0;0;59.5;2;30;280;-10.5;1;0;0;0;0;0;0;0;0;;0;0
260955;456;47;9.70212766;65;60;3;50.5;2;40;912;-41.125;8;0;0;0;0;0;0;0;0;;0;0
537194;4372;154;28.38961039;53;0;0;79;5;65;8744;4;0;0;0;0;0;0;0;0;0;;0;0
2701869;2986;165;18.14346131;150;0;0;78.96758417;5;65;5972;0.48528713;1;0.724197747;0.28166545;10;4;14;0.061385252;0.145562545;16;35;0.457142857;1
686378;836;65;12.86153846;142;0;0;47.2;5;40;1672;-2.6;1;0;0;0;0;0;0;0;0;;0;0
609708;32;5;6.4;3;0;0;0;0;40;64;0;0;0;0;0;0;0;0;0;0;;0;0
686286;105;5;21;12;0;0;100;1;40;210;1;0;0;0;0;0;0;0;0;0;;0;0
2701135;592;44;13.50347792;16;95.12134269;2;74.85345316;4;40;1185;9.902715535;2;0.594429631;0.249992117;2;1;1;0.040163121;0.079875849;2;5;0.4;1
50263;425;31;13.70967742;33;73.875;8;80.33333333;6;30;850;62.5;2;0;0;0;0;0;0;0;0;;0;0
2698625;4465;180;24.81131947;135;0;0;72.61180543;5;65;8929;2.185724056;0;0.706901585;0.288801893;7;5;18;0.055139401;0.098253215;16;35;0.457142857;1
546747;3;1;3;1;0;0;0;0;30;6;0;0;0;0;0;0;0;0;0;0;;0;0
593875;1320;145;9.103448276;41;100;5;87.8;5;85;2640;-2.1;7;0;0;0;0;0;0;0;0;;0;0
644362;2463;104;23.68269231;121;0;0;61.6;5;65;4926;0.6;0;0;0;0;0;0;0;0;0;;0;0
238144;733;26;28.19230769;34;0;0;77.75;4;40;1466;0.5;1;0;0;0;0;0;0;0;0;;0;0
2701005;728;39;19.00948389;15;0;0;70.20678683;5;65;1455;0.400646364;0;0.518559977;0.284881951;4;4;10;0.055002485;0.109543841;12;21;0.571428571;1
2698787;2304;146;16.78321189;181;44.4416861;3;77.50098586;6;85;4608;-0.887063523;5;0.575694535;0.272005668;4;2;8;0.040273066;0.092770228;9;17;0.529411765;1
695354;2382;75;31.76;61;98;4;95.5;4;85;4764;4.75;4;0;0;0;0;0;0;0;0;;0;0
2268379;1685;118;14.27966102;68;0;0;83;5;65;3370;-2.6;2;0.693882055;0.271384787;7;5;17;0.031605471;0.067794659;9;35;0.257142857;0
2699138;5068;226;22.41792358;81;0;0;84.42307446;5;65;10137;1.547595076;0;0.690631126;0.275826243;7;3;21;0.056054324;0.160536357;16;38;0.421052632;1
2701894;4411;193;24.51515831;52;87.23416207;5;81.35369244;6;65;8822;-0.725639456;6;0.393767169;0.194789416;0;0;2;0.148599791;0.225954632;2;5;0.4;1
610700;26;4;6.5;0;80;1;66;2;40;52;9;1;0;0;0;0;0;0;0;0;;0;0
476201;1301;100;13.01;30;96;5;80.83333333;6;85;2602;-1.454545455;5;0.312387647;0.08931608;0;0;1;0.0300858;0.05021645;0;4;0;0
583708;345;38;9.078947368;35;80;5;86.16666667;6;65;690;-3.727272727;9;0;0;0;0;0;0;0;0;;0;0
258392;844;53;15.9245283;101;0;0;58.8;5;65;1688;-2.2;2;0.407892996;0.274806962;6;4;6;0.046395102;0.077681205;11;20;0.55;1
477180;8;3;2.666666667;0;0;0;0;0;40;16;0;0;0;0;0;0;0;0;0;0;;0;0
626877;633;54;11.72222222;111;58;3;91.6;5;65;1266;-0.875;4;0;0;0;0;0;0;0;0;;0;0
2133242;4267;178;23.97191011;368;81.71428571;7;74.33333333;6;30;8534;-1.846153846;9;0;0;0;0;0;0;0;0;;0;0
2702113;1888;115;17.57183465;34;92.01441024;5;75.47778421;6;65;3777;-0.591727855;5;0.330864492;0.144709354;0;0;2;0.051629645;0.087216692;2;5;0.4;1
2699661;10105;240;42.05568123;240;0;0;79.71615982;5;65;20211;2.988645568;0;0.716387686;0.281283487;4;2;22;0.129010945;0.646800602;22;39;0.564102564;1
1941248;1375;80;17.1875;56;100;5;84.16666667;6;85;2750;0;5;0;0;0;0;0;0;0;0;;0;0
384636;434;43;10.09302326;49;93.33333333;3;69;2;40;868;-1.2;4;0;0;0;0;0;0;0;0;;0;0
572584;1504;33;45.57575758;12;77.11111111;9;70.66666667;6;65;3008;47.73333333;2;0;0;0;0;0;0;0;0;;0;0
586470;934;70;13.34285714;77;0;0;78.25;4;40;1868;1.25;0;0;0;0;0;0;0;0;0;;0;0
618983;1645;65;25.30769231;95;0;0;87;3;40;3290;0;0;0;0;0;0;0;0;0;0;;0;0
2700490;4104;182;22.5289576;90;93.75734895;9;80.07903745;8;65;8209;34.3262998;5;0.447298462;0.236713676;2;1;0;0.083447638;0.144416795;3;6;0.5;1
177981;1746;99;17.63636364;170;81.14285714;7;89.66666667;6;65;3492;-0.428571429;8;0;0;0;0;0;0;0;0;;0;0
581459;174;10;17.4;21;60;1;61;2;40;348;0;1;0;0;0;0;0;0;0;0;;0;0
298322;522;44;11.86363636;94;96;5;59.33333333;6;65;1044;-0.363636364;5;0.297668911;0.099968206;1;0;0;0.003092489;0.004948464;0;3;0;0
2700806;1400;105;13.32243895;79;70.16746536;5;79.10202046;6;85;2800;-3.403885506;7;0.340663147;0.146642242;0;0;2;0.055372302;0.088198308;2;5;0.4;1
426616;1367;66;20.71212121;83;53.5;4;70.85714286;7;40;2734;-3.545454545;7;0;0;0;0;0;0;0;0;;0;0
2699416;6444;228;28.2315923;196;0;0;79.75626417;5;65;12887;-0.194431849;0;0.697895724;0.309198671;9;6;20;0.065941438;0.187710259;21;38;0.552631579;1
2700477;10323;231;44.81354903;190;33.72668961;2;82.00763887;5;65;20646;1.579707049;2;0.737540753;0.287736196;3;2;15;0.19367283;0.689580466;15;28;0.535714286;1
632459;1322;66;20.03030303;100;65;3;66.625;8;65;2644;-1.090909091;5;0;0;0;0;0;0;0;0;;0;0
2231961;736;59;12.47457627;124;88.83333333;6;81.16666667;6;85;1472;1.615384615;6;0;0;0;0;0;0;0;0;;0;0
699007;3088;132;23.39393939;159;0;0;84.8;5;85;6176;4.8;0;0;0;0;0;0;0;0;0;;0;0
2192113;312;24;13;64;0;0;1;1;30;624;-1;1;0;0;0;0;0;0;0;0;;0;0
623042;921;37;24.89189189;22;0;0;58.2;5;40;1842;1.8;3;0;0;0;0;0;0;0;0;;0;0
685487;1702;134;12.70149254;169;96;4;94.125;8;85;3404;-0.083333333;5;0;0;0;0;0;0;0;0;;0;0
2700785;2786;154;18.22415008;173;0;0;64.154134;5;65;5572;2.226783635;0;0.680387087;0.268199262;8;4;15;0.057829494;0.158300608;16;35;0.457142857;1
2700973;1868;90;20.72689734;90;95.10822781;4;72.08729961;6;65;3735;-1.757102433;5;0.362205891;0.176460799;0;0;2;0.113110045;0.205973023;2;5;0.4;1
2703055;2979;147;20.78819901;32;0;0;75.91451425;5;65;5957;-1.809018192;1;0.695435476;0.286081732;7;4;18;0.063901013;0.226761641;16;35;0.457142857;1
588956;284;29;9.793103448;25;72;3;0;0;65;568;-2;3;0;0;0;0;0;0;0;0;;0;0
610324;84;14;6;6;78.57142857;7;72.4;5;65;168;0;0;0;0;0;0;0;0;0;0;;0;0
2700027;1415;60;24.35351249;64;0;0;61.27026723;6;40;2830;24.0789496;3;0.731535693;0.272474459;4;3;10;0.051698851;0.172717337;9;21;0.428571429;1
335910;462;73;6.328767123;37;90;4;67.5;4;30;924;-3;5;0.381984019;0.199290819;2;1;0;0.014458725;0.027036934;1;5;0.2;0
2701693;3645;167;21.93696961;72;0;0;77.78703274;5;65;7290;-2.961886653;3;0.703323769;0.281977994;7;5;19;0.050241564;0.112129059;17;37;0.459459459;1
627386;242;25;9.68;15;47;2;49;1;40;484;-1.333333333;2;0;0;0;0;0;0;0;0;;0;0
2702476;844;60;14.06233795;24;88.01190053;7;73.34211216;8;65;1687;-3.831401114;10;0.347004534;0.155139629;1;0;1;0.04018997;0.07091484;2;5;0.4;1
632955;556;43;12.93023256;14;0;0;55.2;5;65;1112;0.8;1;0;0;0;0;0;0;0;0;;0;0
552222;274;50;5.48;7;85;4;77.2;5;30;548;-2.777777778;6;0.30480536;0.124828074;0;0;2;0.013133474;0.020044739;0;5;0;0
585455;2158;84;25.69047619;77;86;4;86.375;8;85;4316;2.583333333;4;0;0;0;0;0;0;0;0;;0;0
2699978;1900;81;27.03157803;42;0;0;56.64602718;2;40;3800;-1.319520537;1;0.737075942;0.345584359;8;5;14;0.082844991;0.154761553;17;27;0.62962963;1
484135;256;28;9.142857143;48;100;4;62;7;30;512;-0.909090909;6;0.004210416;0.001552519;0;0;0;0.003006147;0.008152639;0;3;0;0
487293;737;62;11.88709677;53;0;0;43;6;65;1474;0.428571429;5;0;0;0;0;0;0;0;0;;0;0
623707;874;18;48.55555556;21;70;1;96;1;30;1748;-0.5;1;0;0;0;0;0;0;0;0;;0;0
2703075;5406;183;29.57557951;90;95.48609926;5;81.64069077;5;65;10811;-0.359098585;5;0.401395206;0.215800258;1;1;1;0.050096712;0.081185736;3;5;0.6;1
2334930;248;45;5.511111111;32;88;5;76.5;6;65;496;2.909090909;5;0;0;0;0;0;0;0;0;;0;0
688843;218;16;13.625;10;61.5;2;33.33333333;6;40;436;-4.5;4;0;0;0;0;0;0;0;0;;0;0
2699561;2070;104;20.10557467;37;0;0;73.54137669;5;65;4140;-1.2;3;0.70146207;0.260344611;6;4;16;0.045107954;0.146066566;10;33;0.303030303;1
2437428;246;36;6.833333333;37;86.66666667;3;65;3;40;492;-3.333333333;4;0;0;0;0;0;0;0;0;;0;0
582550;2963;136;21.78676471;210;61.66666667;3;0;0;65;5926;-2.666666667;3;0;0;0;0;0;0;0;0;;0;0
474385;68;11;6.181818182;4;0;0;70.5;2;30;136;40;0;0;0;0;0;0;0;0;0;;0;0
693871;232;17;13.64705882;65;0;0;56;2;40;464;-6.666666667;1;0;0;0;0;0;0;0;0;;0;0
266286;2301;99;23.24242424;186;0;0;60.66666667;6;65;4602;7.142857143;0;0;0;0;0;0;0;0;0;;0;0
2699585;15149;267;56.81990801;454;0;0;84.82309589;8;65;30298;33.02119459;3;0.839779707;0.318800957;11;6;32;0.124554175;0.411833981;37;59;0.627118644;1
2698865;1176;68;17.24472885;56;11.3844848;1;57.32032215;5;65;2352;5.607630279;1;0.626827132;0.256513414;5;3;8;0.048188787;0.08849479;8;20;0.4;1
649119;635;34;18.67647059;52;0;0;40.6;5;65;1270;-6.4;3;0;0;0;0;0;0;0;0;;0;0
2701863;6330;237;26.88790815;181;28.41825996;2;81.51201887;5;65;12661;1.269886602;2;0.612462372;0.260499497;6;3;14;0.078909233;0.206250771;13;27;0.481481481;1
59275;522;28;18.64285714;24;0;0;52.5;4;40;1044;0;0;0;0;0;0;0;0;0;0;;0;0
2702984;1034;55;18.94188905;42;0;0;70.14605342;5;65;2069;-1.448853898;1;0.484238397;0.288381339;5;3;13;0.046506645;0.06851183;14;24;0.583333333;1
637586;1207;94;12.84042553;49;0;0;75;5;85;2414;1;0;0;0;0;0;0;0;0;0;;0;0
544050;4;1;4;1;0;0;0;0;40;8;0;0;0;0;0;0;0;0;0;0;;0;0
635136;1637;115;14.23478261;44;85;4;80.6;5;65;3274;-0.666666667;5;0;0;0;0;0;0;0;0;;0;0
688513;1389;107;12.98130841;34;0;0;64.2;5;65;2778;-0.2;1;0;0;0;0;0;0;0;0;;0;0
2271644;321;25;12.84;37;80;1;58.6;5;65;642;-2.666666667;5;0;0;0;0;0;0;0;0;;0;0
522434;1162;108;10.75925926;152;84;5;69.5;6;65;2324;-2.272727273;7;0;0;0;0;0;0;0;0;;0;0
107339;2383;118;20.19491525;71;71.5;4;86;8;65;4766;-1.083333333;5;0;0;0;0;0;0;0;0;;0;0
2701256;2079;109;19.11827334;101;0;0;65.72738824;4;65;4159;3.013999095;0;0.688854944;0.290457018;6;4;14;0.05116659;0.150548028;11;28;0.392857143;1
695643;263;11;23.90909091;19;100;1;0;0;30;526;-3;1;0;0;0;0;0;0;0;0;;0;0
55242;13;4;3.25;1;0;0;0;0;40;26;0;0;0;0;0;0;0;0;0;0;;0;0
427413;2030;105;19.33333333;96;66.75;4;82.875;8;40;4060;-0.333333333;4;0;0;0;0;0;0;0;0;;0;0
608983;2369;157;15.08917197;177;0;0;87.66666667;6;65;4738;4.857142857;0;0;0;0;0;0;0;0;0;;0;0
42746;2403;142;16.92253521;102;94.27272727;11;94.33333333;9;85;4806;36.7;4;0;0;0;0;0;0;0;0;;0;0
680145;389;22;17.68181818;21;69.6;10;56.85714286;7;30;778;16.05882353;5;0;0;0;0;0;0;0;0;;0;0
2698609;9156;225;40.80539945;204;87.3894957;3;87.13974262;5;65;18312;-3.804558835;4;0.45894699;0.239134668;0;0;2;0.168487969;0.288741274;2;5;0.4;1
1967937;150;10;15;17;100;1;79.5;2;40;300;-1.666666667;2;0;0;0;0;0;0;0;0;;0;0
1449245;399;17;23.47058824;61;77;2;44;1;40;798;-0.666666667;2;0;0;0;0;0;0;0;0;;0;0
2700495;4212;178;24.73272131;115;0;0;76.94954786;5;65;8424;0.681080447;0;0.706118147;0.327462311;9;5;21;0.080240294;0.32188679;24;38;0.631578947;1
654539;2127;98;21.70408163;126;92.25;4;89;4;85;4254;-1.625;4;0;0;0;0;0;0;0;0;;0;0
2699384;1254;76;17.3484727;39;0;0;66.26376106;5;65;2508;-5.869308131;4;0.687657813;0.272629986;6;4;15;0.048326142;0.131220708;13;31;0.419354839;1
689173;49;2;24.5;10;0;0;0;0;30;98;0;0;0;0;0;0;0;0;0;0;;0;0
287432;1469;124;11.84677419;172;77.28571429;7;60.16666667;6;65;2938;0.928571429;7;0;0;0;0;0;0;0;0;;0;0
573108;989;34;29.08823529;59;70;2;87.5;2;30;1978;-2.25;3;0;0;0;0;0;0;0;0;;0;0
623177;432;26;16.61538462;31;85;4;61.33333333;3;40;864;-2.571428571;5;0;0;0;0;0;0;0;0;;0;0
585525;93;9;10.33333333;12;0;0;24;1;30;186;0;0;0;0;0;0;0;0;0;0;;0;0
520077;3181;133;23.91729323;94;89;4;88.375;8;85;6362;-1.916666667;6;0;0;0;0;0;0;0;0;;0;0
656222;219;13;16.84615385;60;0;0;78;2;40;438;-3.5;1;0;0;0;0;0;0;0;0;;0;0
609045;578;47;12.29787234;60;78;2;88.5;4;65;1156;-0.666666667;2;0;0;0;0;0;0;0;0;;0;0
581552;3022;183;16.5136612;146;89.33333333;3;84.2;10;65;6044;3;3;0;0;0;0;0;0;0;0;;0;0
2700888;3345;96;34.9572659;95;64.42494095;5;58.0629082;6;40;6690;-1.680532486;5;0.775948535;0.332599844;1;1;3;0.1582996;0.258552553;4;7;0.571428571;1
2701717;2075;101;20.55314798;46;0;0;74.75281009;5;65;4151;0.647806591;2;0.697108908;0.263610093;6;4;15;0.048361802;0.158421233;10;33;0.303030303;1
479987;426;23;18.52173913;18;79;2;72.6;5;30;852;-3.428571429;4;0;0;0;0;0;0;0;0;;0;0
682480;75;9;8.333333333;6;0;0;59;5;65;150;0.2;1;0;0;0;0;0;0;0;0;;0;0
535620;399;30;13.3;50;61;4;44.75;4;40;798;-1.25;5;0;0;0;0;0;0;0;0;;0;0
2702124;1003;86;11.72463409;43;98.66626118;4;72.44450358;4;65;2006;-3;5;0.420910753;0.213308031;1;1;1;0.028898012;0.051219446;2;5;0.4;1
628511;267;27;9.888888889;30;95;4;60;4;40;534;-0.75;5;0;0;0;0;0;0;0;0;;0;0
548773;73;4;18.25;2;0;0;0;0;40;146;0;0;0;0;0;0;0;0;0;0;;0;0
520836;734;81;9.061728395;13;80;5;71.8;5;65;1468;-6.3;8;0.328231943;0.09070701;0;0;1;0.061350489;0.105627706;1;5;0.2;0
336356;622;63;9.873015873;41;100;5;83;6;65;1244;1.636363636;5;0;0;0;0;0;0;0;0;;0;0
2210666;66;6;11;9;100;1;42.5;2;40;132;-4;2;0;0;0;0;0;0;0;0;;0;0
587783;1907;122;15.63114754;104;91.36363636;11;92.66666667;9;85;3814;48.35;5;0;0;0;0;0;0;0;0;;0;0
553716;175;16;10.9375;7;80;5;55.5;6;65;350;3.454545455;6;0.005812837;0.002906419;0;0;0;0.005627706;0.011255411;0;2;0;0
640425;538;36;14.94444444;13;0;0;77.8;5;65;1076;2;0;0;0;0;0;0;0;0;0;;0;0
552007;516;66;7.818181818;72;88;5;81.5;6;65;1032;3.090909091;5;0.306811823;0.125562547;0;0;2;0.014555636;0.025133092;0;5;0;0
339946;336;24;14;17;100;3;78.66666667;3;30;672;-2.166666667;3;0.308773679;0.083380206;0;0;1;0.018592152;0.032333538;0;4;0;0
611983;261;21;12.42857143;67;0;0;71;2;40;522;0;0;0;0;0;0;0;0;0;0;;0;0
594869;1123;86;13.05813953;72;0;0;69.8;5;40;2246;6;0;0;0;0;0;0;0;0;0;;0;0
303617;575;48;11.97916667;60;0;0;67.83333333;6;65;1150;-1.666666667;1;0;0;0;0;0;0;0;0;;0;0
687326;293;19;15.42105263;26;0;0;59.4;5;40;586;-0.8;1;0;0;0;0;0;0;0;0;;0;0
643416;3;2;1.5;2;0;0;87;4;40;6;-1.25;1;0;0;0;0;0;0;0;0;;0;0
627021;70;4;17.5;2;0;0;77.66666667;6;65;140;1.142857143;1;0;0;0;0;0;0;0;0;;0;0
533311;68;5;13.6;4;0;0;94.5;4;30;136;4;0;0;0;0;0;0;0;0;0;;0;0
656576;17;2;8.5;10;0;0;0;0;30;34;0;0;0;0;0;0;0;0;0;0;;0;0
444872;486;47;10.34042553;47;96;5;76.2;5;65;972;-3.6;8;0;0;0;0;0;0;0;0;;0;0
634057;48;5;9.6;6;71;1;77;3;30;96;52;0;0;0;0;0;0;0;0;0;;0;0
2558463;637;33;19.3030303;55;0;0;83.33333333;6;65;1274;1.428571429;0;0;0;0;0;0;0;0;0;;0;0
285637;196;14;14;19;64.66666667;3;43;3;30;392;-1.333333333;3;0;0;0;0;0;0;0;0;;0;0
2252750;1077;77;13.98701299;88;0;0;49.66666667;6;65;2154;7;1;0;0;0;0;0;0;0;0;;0;0
2668106;2122;109;19.46788991;93;87.75;4;84.28571429;7;85;4244;-6.545454545;10;0;0;0;0;0;0;0;0;;0;0
287548;483;47;10.27659574;3;0;0;67.8;5;65;966;0.4;1;0.66792004;0.243448503;5;3;13;0.011072467;0.028571429;3;27;0.111111111;0
544632;786;60;13.1;27;60;5;70.5;6;65;1572;1.727272727;5;0.675880122;0.258672306;1;1;2;0.015153528;0.028540803;1;5;0.2;0
2699390;988;80;12.30021863;49;0;0;74.69217137;5;65;1977;-1.101118376;1;0.673081956;0.322306708;9;7;15;0.04188355;0.079880665;16;32;0.5;1
675094;290;20;14.5;47;0;0;25.5;2;30;580;-1.5;1;0;0;0;0;0;0;0;0;;0;0
676322;644;58;11.10344828;48;0;0;84.2;5;85;1288;0.6;0;0;0;0;0;0;0;0;0;;0;0
586668;1785;85;21;47;67.5;4;71.25;8;65;3570;-2.916666667;7;0;0;0;0;0;0;0;0;;0;0
2698639;335;31;10.74516701;13;0;0;57.95312901;4;40;670;-3.198862179;2;0.646500645;0.271193419;5;4;8;0.023182362;0.080041702;7;19;0.368421053;1
2698941;1062;62;17.70033306;38;0;0;66.34182295;5;65;2124;-0.42215099;1;0.681197291;0.296815813;7;5;12;0.044259709;0.128993785;10;27;0.37037037;1
266915;146;5;29.2;1;20;1;59;2;30;292;-0.666666667;1;0;0;0;0;0;0;0;0;;0;0
654258;6;2;3;1;0;0;0;0;30;12;0;0;0;0;0;0;0;0;0;0;;0;0
527958;366;33;11.09090909;14;36;3;29;2;30;732;-3.2;4;0;0;0;0;0;0;0;0;;0;0
1801641;459;41;11.19512195;16;0;0;77.4;5;65;918;1;0;0.668779056;0.270451275;4;2;13;0.017181954;0.052813853;2;22;0.090909091;0
2094849;112;11;10.18181818;18;0;0;69;2;30;224;0.5;0;0;0;0;0;0;0;0;0;;0;0
398877;4;1;4;0;0;0;78.5;4;65;8;1;0;0;0;0;0;0;0;0;0;;0;0
311599;331;43;7.697674419;30;100;5;82.66666667;6;65;662;-0.272727273;6;0;0;0;0;0;0;0;0;;0;0
695510;848;45;18.84444444;128;0;0;62.4;5;65;1696;1.8;1;0;0;0;0;0;0;0;0;;0;0
574663;141;13;10.84615385;16;0;0;82;1;30;282;-6;1;0;0;0;0;0;0;0;0;;0;0
2698629;4108;212;19.43660685;256;11.60955959;1;79.29719631;5;65;8217;4.955142375;1;0.672303157;0.28661882;6;4;20;0.048554139;0.095601858;12;33;0.363636364;1
682511;1091;71;15.36619718;104;78.54545455;11;68.66666667;9;65;2182;27.9;5;0;0;0;0;0;0;0;0;;0;0
602324;154;14;11;10;80;3;71.5;2;40;308;-2;4;0;0;0;0;0;0;0;0;;0;0
545146;231;34;6.794117647;13;88;5;55.16666667;6;65;462;1.181818182;5;0;0;0;0;0;0;0;0;;0;0
2643555;1330;113;11.7699115;96;0;0;75.33333333;6;65;2660;5.142857143;0;0;0;0;0;0;0;0;0;;0;0
484213;64;8;8;6;0;0;63;6;65;128;0.714285714;1;0;0;0;0;0;0;0;0;;0;0
599663;479;41;11.68292683;26;81.3;10;80.16666667;6;30;958;52.9375;3;0;0;0;0;0;0;0;0;;0;0
494667;1937;147;13.17687075;121;0;0;73.2;5;65;3874;3.833333333;0;0;0;0;0;0;0;0;0;;0;0
590699;139;6;23.16666667;5;0;0;0;0;30;278;0;0;0;0;0;0;0;0;0;0;;0;0
2701220;852;48;18.1722958;7;90.30499184;3;64.10825608;3;40;1703;-3.130731478;5;0.398055953;0.208406967;1;1;1;0.062609528;0.100439864;3;5;0.6;1
643309;385;25;15.4;7;0;0;85;2;30;770;-0.5;1;0;0;0;0;0;0;0;0;;0;0
400942;404;40;10.1;27;0;0;40.83333333;6;30;808;0.166666667;0;0;0;0;0;0;0;0;0;;0;0
2702072;3004;169;17.78087344;133;0;0;74.16684693;5;65;6007;-1.028234186;2;0.725464552;0.286698399;11;5;14;0.061421516;0.158672793;16;36;0.444444444;1
90979;168;31;5.419354839;3;0;0;51.75;4;40;336;-5;2;0;0;0;0;0;0;0;0;;0;0
578030;490;68;7.205882353;24;96;5;81;6;85;980;6.636363636;5;0;0;0;0;0;0;0;0;;0;0
2698896;4754;186;26.32393261;28;96.90679771;5;61.91486759;5;65;9508;-2.130536073;5;0.429435804;0.211412005;1;0;1;0.136597545;0.225051703;2;5;0.4;1
2243703;263;32;8.21875;23;92;5;70;6;65;526;-3.545454545;10;0;0;0;0;0;0;0;0;;0;0
553599;3862;101;38.23762376;107;100;4;0;0;85;7724;-3.25;4;0;0;0;0;0;0;0;0;;0;0
2698920;2271;111;20.42395326;118;0;0;72.50517319;5;65;4542;-0.915763769;1;0.653033598;0.274597866;6;3;20;0.045636294;0.113921881;13;35;0.371428571;1
578026;2689;129;20.84496124;115;62.5;2;73;7;40;5378;2.2;2;0;0;0;0;0;0;0;0;;0;0
409109;829;91;9.10989011;70;70.28571429;7;50.83333333;6;65;1658;-8.785714286;12;0;0;0;0;0;0;0;0;;0;0
582184;289;33;8.757575758;10;80;3;75;3;30;578;-5.333333333;5;0;0;0;0;0;0;0;0;;0;0
199361;1580;64;24.6875;64;89;11;89.55555556;9;85;3160;36.45;4;0;0;0;0;0;0;0;0;;0;0
2701989;6021;209;29.62359718;37;28.09805568;1;70.76716819;5;65;12042;-0.791854297;2;0.678820959;0.2970086;8;4;12;0.111224544;0.218064308;17;29;0.586206897;1
606335;1;1;1;0;0;0;0;0;30;2;0;0;0;0;0;0;0;0;0;0;;0;0
651850;564;48;11.75;40;60;3;57.42857143;7;65;1128;-1.1;4;0;0;0;0;0;0;0;0;;0;0
649701;4;1;4;0;0;0;0;0;30;8;0;0;0;0;0;0;0;0;0;0;;0;0
29411;1170;91;12.85714286;124;0;1;67.28571429;7;65;2340;-0.222222222;3;0;0;0;0;0;0;0;0;;0;0
615263;64;11;5.818181818;5;0;0;78;2;30;128;4.5;0;0;0;0;0;0;0;0;0;;0;0
304734;667;54;12.35185185;69;82.28571429;7;67.83333333;6;65;1334;-2.285714286;9;0;0;0;0;0;0;0;0;;0;0
603627;268;24;11.16666667;23;100;5;82.33333333;6;85;536;-0.727272727;5;0;0;0;0;0;0;0;0;;0;0
601048;559;71;7.873239437;32;0;0;58;5;40;1118;6.666666667;0;0;0;0;0;0;0;0;0;;0;0
2698921;9263;187;51.40428712;74;74.45042588;2;60.14367286;5;40;18526;-3.318912952;3;0.561665624;0.239473233;0;0;2;0.128093673;0.279982957;2;5;0.4;1
588355;534;52;10.26923077;66;88;5;79.16666667;6;65;1068;-0.636363636;5;0;0;0;0;0;0;0;0;;0;0
603222;164;11;14.90909091;9;30;1;79.8;5;40;328;-3.166666667;3;0;0;0;0;0;0;0;0;;0;0
2022801;844;56;15.07142857;34;96;5;77.16666667;6;30;1688;3.454545455;5;0;0;0;0;0;0;0;0;;0;0
506219;1644;78;21.07692308;52;0;0;80.2;5;65;3288;4.4;0;0;0;0;0;0;0;0;0;;0;0
647395;803;63;12.74603175;11;0;0;89.4;5;85;1606;3;0;0;0;0;0;0;0;0;0;;0;0
547506;224;16;14;36;73;8;68;5;65;448;54.38461538;1;0;0;0;0;0;0;0;0;;0;0
591083;3999;77;51.93506494;103;54.75;4;47;4;40;7998;-1.5;5;0;0;0;0;0;0;0;0;;0;0
678906;1136;85;13.36470588;78;0;0;65.6;5;65;2272;3.2;0;0;0;0;0;0;0;0;0;;0;0
2701392;2897;126;23.10190128;87;0;0;77.49509014;5;65;5795;-0.126660341;1;0.711791313;0.297141639;7;5;17;0.057103032;0.111630228;16;34;0.470588235;1
2702557;1869;101;18.96348372;179;0;0;54.82041498;5;40;3737;-0.08550341;1;0.538888937;0.293333715;8;4;14;0.047012101;0.097570826;14;30;0.466666667;1
339824;408;33;12.36363636;63;81.22222222;9;79.28571429;7;85;816;33.9375;4;0;0;0;0;0;0;0;0;;0;0
2700470;1187;74;16.36794394;58;65.91150435;4;66.63716812;6;40;2374;24.14814165;4;0.343617183;0.144836915;0;0;2;0.057506646;0.105444974;2;5;0.4;1
296222;3;1;3;1;0;0;95.5;4;85;6;1;0;0;0;0;0;0;0;0;0;;0;0
